,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.229874715811045,3.75696349548096,2.33845472493354,0.12621470166156,0.783951204372522
2,AT1G01020,0.210143166833828,3.7260000007996,1.85012571122642,0.173768774108437,0.827262428436881
3,AT1G01030,0.57847427813514,2.40030838139257,8.86745292569175,0.00290299905115654,0.188775082470759
4,AT1G01040,0.142840879541083,6.09797717492771,2.68434438695169,0.10133892636936,0.746875244758132
5,AT1G01050,-0.0686260699632941,6.43642258359065,0.449772854398766,0.502442841917636,0.943481787828423
6,AT1G01060,-0.134263513462642,9.44346451778626,1.48443727766644,0.223081557494423,0.8620317056734
7,AT1G01070,-0.202985257637956,4.6869498681123,2.12328698791722,0.145074897053648,0.798144519232882
9,AT1G01080,-0.0714528112484565,5.29516387553165,0.361788575790335,0.547514580425221,0.953041945480451
10,AT1G01090,-0.0425067675669212,7.61950851570333,0.188875641393394,0.663854063416304,0.972264775553869
11,AT1G01100,-0.0289163783690048,7.45742392503011,0.0438228322621086,0.834183579965093,0.989427049847251
12,AT1G01110,-0.360780576555048,2.74566777134437,2.33087038971193,0.126830942705275,0.785321799721574
14,AT1G01120,0.496884795756596,6.8140061900195,4.41067874323429,0.035714628099588,0.549429899189526
15,AT1G01130,0.257960596946524,1.24436721603478,0.465711440222027,0.494966750847621,0.941374674397308
16,AT1G01140,-0.0501517718044931,5.80487643601158,0.0921065197923774,0.761516040753647,0.982020632328188
17,AT1G01150,0.317190228391582,-0.7989758776795,0.111420771035299,0.738532370014656,0.978732015054078
18,AT1G01160,-0.0841549521778166,4.87386009175043,0.766940371643709,0.381165240246142,0.91577978781878
19,AT1G01170,-0.23769360165617,4.76752754953551,3.40329336612234,0.0650663879361178,0.665538520690599
20,AT1G01180,0.25083281416036,4.74869564820526,1.10069788618225,0.294112998476184,0.892732172630918
21,AT1G01190,0.745796541432663,2.843542025713,5.28101610834254,0.0215591626214104,0.472629460611458
22,AT1G01200,-0.104672240830544,1.15152409130546,0.0996550297913252,0.752244005120057,0.980059624766912
23,AT1G01210,-0.184808036167351,2.34114558914681,0.782209024286779,0.376466391981671,0.912619720753718
24,AT1G01220,0.0210548618383857,5.11126967573179,0.0444353093293373,0.833045801541645,0.989427049847251
25,AT1G01225,0.112833764648763,2.06833429291101,0.311072945532575,0.577022528266327,0.958812772834615
26,AT1G01230,0.122778377069265,4.21386639184867,1.09460100235951,0.295454019230804,0.892732172630918
27,AT1G01240,-0.182420900717193,5.64023358991421,1.84277800668423,0.174625696621677,0.827978112879208
28,AT1G01250,0.602921649839613,0.703988217731016,1.45049633291311,0.228448328397703,0.864142801564679
29,AT1G01260,0.0521624879106517,4.26164595200215,0.183659349404866,0.668247132555357,0.972559368221999
31,AT1G01290,0.172920374439088,3.38436918275984,1.91968941307823,0.16589090329515,0.816773336850361
32,AT1G01300,0.0110297301037274,5.26223626859823,0.00467674642804639,0.945477775783711,0.996281109893572
35,AT1G01320,-0.0925559527469321,8.89908107353339,0.477581660651358,0.489519771748687,0.940875847645512
36,AT1G01340,0.513352736095953,4.81222203322898,8.79391658971819,0.00302236679239024,0.195338883024026
37,AT1G01350,-0.171660775304743,4.07807786585216,2.08535971854608,0.148717186837483,0.798308838735488
38,AT1G01355,0.213635213299213,-0.484518290787134,0.0795062364382026,0.777967662060633,0.984575599785241
39,AT1G01360,0.106389734555125,4.27811395702844,0.694658474293984,0.404584366311433,0.922447823113286
40,AT1G01370,-0.428866558915348,1.72606289671273,3.37094938316303,0.0663555065785105,0.66825196387546
41,AT1G01380,0.698558661131684,0.493235773571447,2.2139073925357,0.136771862626924,0.788202687742451
42,AT1G01390,-0.0456757282085585,2.6364317271993,0.0216988366771389,0.882891088785847,0.992456056220374
45,AT1G01420,0.0466142684873246,3.86342421109084,0.0762970592689509,0.782379693393084,0.985806384765076
46,AT1G01430,0.245975866883341,6.87060224872372,2.40288927235295,0.121111380682758,0.776701131469019
47,AT1G01440,0.175222915710027,4.94406825274388,1.71340185100963,0.190544591955838,0.839775195475424
48,AT1G01450,0.144666056294266,3.95196889788211,1.1741928138506,0.278541402047242,0.890602025001509
49,AT1G01453,-0.61050456093711,1.41694319327132,2.06744515533594,0.150473408480237,0.79955381230441
51,AT1G01470,-0.101044520139925,4.99622452694343,0.57308543599682,0.44903544469118,0.930326660673213
53,AT1G01480,-0.0532008336467405,1.04927789806735,0.0251405775513582,0.874017274809536,0.991955051088466
54,AT1G01490,0.0139642074267283,6.2840136885131,0.0176194706734591,0.8944003089845,0.993484765655877
55,AT1G01500,0.20964393397592,2.77081228700882,1.02392275396826,0.311590324625535,0.89491796446038
56,AT1G01510,-0.0746846698031922,5.84519737422126,0.470724515932229,0.492654046057865,0.94133257229108
57,AT1G01520,0.245765022212121,3.17830857174211,1.07389289823272,0.300067784938541,0.892732172630918
59,AT1G01540,-0.00473657986755661,6.76333010657988,0.00285987198183246,0.957351241542074,0.997093117362483
60,AT1G01550,0.169459527290415,7.37957035389122,1.76757086751181,0.183682989229769,0.837022433132863
61,AT1G01560,1.1818152106451,1.24211004624591,6.43993902308522,0.0111582476493801,0.374984485980832
62,AT1G01570,-0.00507269738239746,1.48872600085363,0.000242927377200886,0.987564572818477,1
63,AT1G01580,1.27084378380888,6.52090409958432,25.2915468677751,4.92863991749293e-07,0.000653013985068329
64,AT1G01590,0.303503393346026,0.485630378645843,0.335502339903886,0.562436933592205,0.956259183894186
65,AT1G01600,0.725877614392203,2.87367329365453,6.53192943231531,0.0105954964357686,0.365061975134472
66,AT1G01610,0.27985789111538,6.2520903171368,2.93287752612841,0.0867926696340944,0.714899187410796
67,AT1G01620,0.184556391900554,9.80190572651838,1.8699830379368,0.171477022207389,0.825980775681534
68,AT1G01630,0.177205819109056,5.47193153244523,1.08876374808683,0.296745284698719,0.892732172630918
69,AT1G01640,0.302438031666779,3.4306273611344,2.86455179114142,0.0905509310554816,0.725352674282984
70,AT1G01650,0.154135936672158,5.67743474903958,2.39651756029734,0.121605690093531,0.776701131469019
71,AT1G01660,0.367562166864273,1.98121070019054,1.93423745212839,0.164295590974419,0.814272122552267
72,AT1G01670,0.185350823713911,1.4568878162294,0.490242158488773,0.483819302983405,0.940330836911225
73,AT1G01680,1.64357628476114,0.861296851171699,11.1139682993958,0.000856799720676263,0.0921994785716553
74,AT1G01690,-0.544474504693161,2.16505340659746,2.80207130821861,0.0941426158713672,0.737109425029082
75,AT1G01695,-0.763329994920015,-0.408537642514554,1.09273283669216,0.295866492913688,0.892732172630918
76,AT1G01700,-0.372689077031097,1.44286143044113,1.47475683688509,0.224596669111603,0.863009749591601
77,AT1G01710,-0.137868419597938,5.27311106031129,1.72715914891645,0.188774107452787,0.838734929388134
78,AT1G01720,-0.416429757100157,5.42502957948073,8.72629799457399,0.00313652695614559,0.198110446704524
79,AT1G01725,0.0983114891123022,2.94837752942849,0.291979768958967,0.588954632175687,0.96097898630277
80,AT1G01730,0.0557278756738479,4.85574489486097,0.241488131150001,0.623133368083322,0.965276161490562
81,AT1G01740,0.116299914413076,2.49678484458318,0.258884421405012,0.610887610045294,0.963200687895849
82,AT1G01750,0.165302491066715,3.50055389802752,0.644676038608125,0.422022590785655,0.92440516362731
83,AT1G01760,0.136916302853747,2.54218615025977,0.576207460481022,0.44780272675661,0.929837758763804
84,AT1G01770,-0.0699494159502247,4.87119765036455,0.27701044808145,0.59866740339553,0.961609075640679
85,AT1G01780,0.0844378738434902,4.01471644734358,0.232297758568679,0.629825284518758,0.967722418389009
86,AT1G01790,-0.0476865324765619,8.27953969121038,0.10841396910172,0.741957084811975,0.979056657779387
87,AT1G01800,-0.0455881995662213,5.83384109473782,0.208034037066641,0.648312688629978,0.970250068369322
88,AT1G01810,0.207547680373831,-0.671258860330037,0.0594395724205601,0.807383921562753,0.988908706237558
89,AT1G01820,0.0366324355752709,5.47978026560385,0.106609409854821,0.744037795095079,0.979243862518619
90,AT1G01830,0.165073441891843,4.58277361590409,1.43695443871452,0.230632814944385,0.864142801564679
91,AT1G01840,0.00861775017532185,0.21520389674003,0.000313858219206153,0.985865381300979,1
92,AT1G01860,-0.0399354138864283,3.41915446985253,0.0493727750839401,0.82415830782616,0.98894144877246
93,AT1G01880,-0.576469209407222,1.36466204917836,3.43438330477777,0.063852419514783,0.662466210473326
94,AT1G01900,0.121730346563221,3.11622970942261,0.31757520703534,0.573068513527583,0.958812772834615
95,AT1G01910,-0.179870432420218,5.31534027605031,3.55358907303188,0.0594168012399134,0.653307453052346
96,AT1G01920,0.0498407178303855,4.14805650545914,0.13634031796537,0.711946683275577,0.975035618877596
97,AT1G01930,0.0145606966846687,4.13628919692853,0.0115764930268707,0.914317667489539,0.994645600250256
98,AT1G01940,-0.116914409050606,2.61263584486734,0.332580643328399,0.564143448513631,0.956259183894186
99,AT1G01950,0.0910297459906659,4.83302265820055,0.914012311545619,0.339052070966008,0.901089025588264
100,AT1G01960,0.0055456863019394,7.23187109583322,0.00295324850239442,0.956661254439774,0.997093117362483
101,AT1G01970,-0.138455876361155,4.57856208448983,1.64314966684055,0.199893868519481,0.844133489789737
103,AT1G01990,-0.040661676201143,4.59548769617776,0.0935796337184449,0.759674782702095,0.981667602800489
104,AT1G02000,0.126852147021566,4.07937119003567,0.847901844183159,0.357146574248368,0.905101216051385
105,AT1G02010,-0.0811816392533225,4.23806263767695,0.497445173656675,0.480624846809902,0.939792530994529
106,AT1G02020,0.0776741360784164,4.32010210154384,0.431142272076251,0.51142898442687,0.946331857048987
107,AT1G02030,-0.54223164682382,-0.0370142693615513,0.649025817451346,0.42046119066262,0.92440516362731
109,AT1G02050,-0.100376131071626,3.5820538324053,0.463984566175105,0.495767644849267,0.941550732281191
110,AT1G02060,-0.210629329282305,3.80517566225728,2.18620081238908,0.139252420780846,0.791534798210136
111,AT1G02065,0.477333909669199,1.49906717148177,1.13145620956798,0.287464939814284,0.890602025001509
112,AT1G02070,1.10419157052458,-0.104280918103072,4.72556597685111,0.0297174016438361,0.518074997901054
114,AT1G02080,-0.00996004121305838,7.96667811523577,0.00847923625860503,0.926632279007406,0.994703240125138
115,AT1G02090,-0.171085215731922,4.4290201931105,1.73565904443654,0.187689795790179,0.838047897929739
116,AT1G02100,-0.045978731580064,5.65376271095811,0.29332574966775,0.588097151776108,0.960661217767609
117,AT1G02110,-0.199915744311246,5.64557083997667,3.20928956822986,0.0732212695769124,0.685911486416688
118,AT1G02120,0.167114779331568,6.72523115008929,2.3897544378687,0.122132812204818,0.778236867649146
119,AT1G02130,0.0119409213320729,5.36222716824769,0.0160606871042308,0.899153494245497,0.993484765655877
120,AT1G02140,0.00499962544675415,5.68069475683351,0.00354547209300105,0.952518926652236,0.997093117362483
121,AT1G02145,0.116070209337853,4.54486662497004,1.04537847905873,0.306573870795986,0.893916328930487
122,AT1G02150,-0.116950458829952,6.27947570369715,1.05750143534206,0.303785742112898,0.893089838681341
123,AT1G02160,0.0111333134732995,3.4581234271929,0.004580219430526,0.946042505172548,0.996363685096897
124,AT1G02170,0.0621017066877821,5.22751457414043,0.35538159614449,0.551082434562114,0.953962594000145
125,AT1G02180,0.393547160344009,1.88137056763239,3.13755263381375,0.0765085312733617,0.694962329955865
127,AT1G02205,0.115324128764922,4.08407888785748,0.244103784730441,0.621257730383289,0.964803174941518
129,AT1G02220,-0.244708637411681,4.49147857526604,1.55964739023327,0.211716856583654,0.858325806601047
130,AT1G02230,0.728939724896057,1.31375210054638,5.05002380879209,0.0246255999506353,0.493116568064937
132,AT1G02260,0.0693115309442634,4.67097062672853,0.41256562239495,0.520670160895706,0.94925099388238
133,AT1G02270,0.0101243555397098,3.81501557896164,0.00669711084031732,0.93477722565482,0.995528397869208
134,AT1G02280,-0.212892787522756,6.36234521029572,3.44029234590352,0.0636244336954549,0.661066723794571
135,AT1G02290,0.123869920277245,3.32303966836763,0.68965445228951,0.406281939162073,0.922751504513021
136,AT1G02300,-0.0345433976181431,3.95509623802964,0.0409406810440878,0.839652466000851,0.989427049847251
137,AT1G02305,0.0432873414529384,6.97113719406982,0.118154093615813,0.731045211371512,0.977077576184646
138,AT1G02310,-0.13225377676375,1.07596098417056,0.0909945019689289,0.7629166391258,0.982624254783901
140,AT1G02330,-0.152417304051347,4.35643610562342,1.86249112402577,0.17233756396377,0.82655439973599
141,AT1G02335,0.00677044477637913,3.92673305048426,0.00146787674990279,0.969438221821377,0.997855496103299
142,AT1G02340,0.30389527319162,3.76558707406314,1.06693632676541,0.301638483781556,0.893019633917189
143,AT1G02350,0.0680249079022778,1.91106214659435,0.0930447732375139,0.760341465640993,0.981698389749918
