,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.237367624623241,3.75066691556797,3.83795515158592,0.0501045929531893,0.27476498750716
2,AT1G01020,0.124793096875662,3.6855423655674,1.0346636510631,0.309065821550141,0.6563043525034
3,AT1G01030,0.423361669677652,2.32190511487761,5.88710237522563,0.0152521767884141,0.139046891127508
4,AT1G01040,0.167767671454952,6.11187372806506,4.9828885432407,0.0255992067479025,0.185340704866388
5,AT1G01050,-0.0867596885043999,6.41998598661002,1.13868397647643,0.285930581723459,0.636038027487472
6,AT1G01060,-0.186968441153067,9.41069129151632,3.33766313327806,0.0677107102417876,0.322271968211867
7,AT1G01070,-0.0547223459222106,4.77366377603518,0.233926928498821,0.62862723466103,0.864957937211181
9,AT1G01080,-0.0155223488532848,5.32240890004931,0.035141054694682,0.851300394823005,0.957944533672322
10,AT1G01090,-0.110658252837768,7.58665631808362,2.15456718877147,0.142146493260491,0.471353591526537
11,AT1G01100,0.117813002511807,7.53042750209679,1.21659813178253,0.270029304649755,0.621334118014778
12,AT1G01110,0.0664651745310278,2.9250319417379,0.124119977400433,0.724608299603638,0.908793241809691
14,AT1G01120,0.135309513103981,6.58810559233578,0.597174240563419,0.439658216910846,0.759557629962096
15,AT1G01130,-0.0879468615695163,1.05421160343042,0.0994305587285709,0.752514058828456,0.921239936069557
16,AT1G01140,-0.0913568342619792,5.77817201401015,0.731461886352879,0.39240974428007,0.722610681809694
17,AT1G01150,1.08663853320046,-0.685623249169738,1.72432590381904,0.189137157165907,0.536749477210184
18,AT1G01160,-0.042384087559355,4.89277558168962,0.238609489401965,0.625212223431517,0.863444555343631
19,AT1G01170,-0.347518521800577,4.71405682866542,12.4162296910076,0.000425618659850006,0.0133078023158706
20,AT1G01180,-0.336040230323503,4.43774722889014,3.49960121377748,0.0613836085296254,0.305942867696191
21,AT1G01190,0.962817358568121,2.93968954103331,17.562890339805,2.77960080294186e-05,0.00171292899481292
22,AT1G01200,0.186288143579601,1.26146089283637,0.458181160877571,0.498475239007844,0.796344762502197
23,AT1G01210,0.178226485945538,2.48634212456724,1.10248643042805,0.293721083630295,0.642755992460944
24,AT1G01220,0.0827700578303332,5.14574724599803,0.854416410185205,0.3553059516233,0.695338918086573
25,AT1G01225,-0.39382787774657,1.87346554619748,3.94335377382933,0.0470568745626596,0.266513575362292
26,AT1G01230,-0.122283969962847,4.09903060899581,1.44229975888054,0.229767551759487,0.579770600059847
27,AT1G01240,-0.213215888320728,5.62533457256775,3.38365276383071,0.0658459713293021,0.317098761065397
28,AT1G01250,0.242586466495368,0.498211724119618,0.264559234647368,0.607005059361826,0.854385515796518
29,AT1G01260,0.194392048263116,4.3356801007769,2.70057674366439,0.100311953062004,0.394309863334216
31,AT1G01290,0.221182576577356,3.40392867315922,3.78427949367314,0.0517361799557174,0.279143618956796
32,AT1G01300,0.310394795714633,5.41317834806187,9.22752753507088,0.00238403359826733,0.0419222952496666
35,AT1G01320,0.0257226106453371,8.95690134541757,0.101438326010527,0.750110366676183,0.920402552821411
36,AT1G01340,0.341782458187827,4.70552261079001,8.46268818190427,0.00362505699526148,0.0553258338679252
37,AT1G01350,-0.160597448378886,4.08140086414982,2.23083630055773,0.135280607383186,0.461038223824753
38,AT1G01355,0.0613301014926695,-0.506932745584641,0.00911410454321882,0.923943249874116,0.980706636995864
39,AT1G01360,0.112082366052691,4.27476633109034,1.03084825695889,0.309959519762039,0.65721462886932
40,AT1G01370,-0.0818663372520138,1.85252943262805,0.0907035664934348,0.763284614808595,0.925633960960151
41,AT1G01380,0.0483324762736999,0.216490483140013,0.0136446837609618,0.907010253956206,0.974716552176494
42,AT1G01390,0.162257329027786,2.72225558111611,0.554693494863592,0.456406251006472,0.770514941075591
45,AT1G01420,-0.182876741305683,3.73785291292898,1.34233051191848,0.246623395564983,0.599259888526642
46,AT1G01430,-0.110232673060906,6.66895368958128,1.57955330423989,0.208825048142232,0.557888188128791
47,AT1G01440,0.055275687469866,4.87835072509191,0.279763041571101,0.596856569723088,0.849898058715597
48,AT1G01450,0.066451269226833,3.91182498114981,0.254993123775614,0.613581003881119,0.85743597239788
49,AT1G01453,-0.80116115563195,1.26271445271435,7.82414483986359,0.00515528329675315,0.0698766459031143
51,AT1G01470,-0.103606048833467,4.99324244903943,1.18756038371897,0.275822208683401,0.627688769564613
53,AT1G01480,-0.53744928533227,0.868101517054463,2.69579629505051,0.100613211486379,0.395006570822601
54,AT1G01490,-0.121288823961487,6.21793818126754,2.47446733045399,0.115708637355714,0.425335079470052
55,AT1G01500,0.00370396949853122,2.68756761712801,0.000539474552898156,0.981469527373524,0.99604565860068
56,AT1G01510,-0.100616691853409,5.8397781002876,1.60513636965119,0.205176828476139,0.555115282835729
57,AT1G01520,0.238854828547467,2.99200816110646,1.52127882748128,0.217426071064662,0.566660349213152
59,AT1G01540,-0.0952983125604394,6.72329657457012,1.75039390910933,0.185827220169694,0.532776743356415
60,AT1G01550,-0.0891329454337429,7.245797770325,1.0093259996918,0.315064362772544,0.661294732944249
61,AT1G01560,0.828624061572662,1.04320682401099,3.67335066945716,0.0552889302315704,0.289328568743288
62,AT1G01570,0.423212227893128,1.59167604627685,2.46429171082901,0.116460189533329,0.426544498603498
63,AT1G01580,0.752509666219878,6.18267241302384,5.24905533928585,0.0219586890576103,0.170863544060147
64,AT1G01590,0.173802866507616,0.411177754179907,0.120777783441177,0.728192446966093,0.91089583308162
65,AT1G01600,0.274625125589565,2.57896701726545,1.91312779059141,0.166616232170488,0.506236257402597
66,AT1G01610,0.153397453601601,6.15527179702062,2.83920241079933,0.0919898647568795,0.376522319350935
67,AT1G01620,-0.0499984900725199,9.68700852985412,0.240648708284457,0.623737975614191,0.862701203434804
68,AT1G01630,-0.106905246882508,5.30764401488981,1.50248468652092,0.220289447781077,0.570336590560706
69,AT1G01640,0.16433014036721,3.35168893915076,0.871270062054933,0.350603941619198,0.692057661927521
70,AT1G01650,0.0896557691347683,5.64535425847648,1.17962338976721,0.277432679241533,0.628370440634405
71,AT1G01660,-0.19356211587841,1.74827303343671,0.810539933161271,0.36796066743839,0.704154013404309
72,AT1G01670,0.384099583211176,1.54061626160784,3.14811389172343,0.0760147797473202,0.341550935960882
73,AT1G01680,0.500449379574643,0.300226286316957,0.843975885526408,0.358262135793027,0.697282318828166
74,AT1G01690,0.285482922357211,2.46475484413716,1.61464571058127,0.203839986002146,0.554482516282178
75,AT1G01695,0.0390394154330105,-0.277875767972336,0.00346058719970443,0.953090097300396,0.986598807201089
76,AT1G01700,-0.580028120204773,1.3810785246426,3.7296276106001,0.0534553101267144,0.28400318961042
77,AT1G01710,-0.0578935840363434,5.3054720747523,0.439289895196589,0.507465391956521,0.8013239166849
